"";"age";"job";"marital";"education";"default";"balance";"housing";"loan";"day";"duration";"campaign";"pdays";"previous";"poutcome";"complete"
"44620";28;"management";"single";"tertiary";"no";1584;"yes";"no";1;222;2;-1;0;"unknown";"yes"
"44623";60;"management";"married";"tertiary";"no";315;"no";"no";1;840;1;183;3;"success";"yes"
"44624";32;"admin.";"married";"secondary";"no";200;"no";"no";1;729;1;29;3;"failure";"yes"
"44625";34;"management";"married";"tertiary";"no";589;"no";"no";1;300;1;44;3;"other";"yes"
"44631";55;"admin.";"married";"secondary";"no";8304;"no";"no";1;193;1;92;1;"success";"yes"
"44632";65;"retired";"married";"primary";"no";308;"no";"no";1;400;1;-1;0;"unknown";"yes"
"44633";22;"student";"single";"secondary";"no";552;"no";"no";1;327;1;-1;0;"unknown";"yes"
"44636";37;"management";"married";"tertiary";"no";1113;"no";"no";1;265;2;183;2;"success";"yes"
"44642";35;"management";"single";"tertiary";"no";992;"no";"yes";1;238;1;-1;0;"unknown";"yes"
"44643";33;"admin.";"single";"tertiary";"no";272;"yes";"no";1;293;2;92;3;"success";"yes"
"44644";75;"retired";"married";"primary";"no";1413;"no";"no";1;532;2;188;2;"success";"yes"
"44653";33;"entrepreneur";"single";"tertiary";"no";1623;"yes";"no";2;291;3;-1;0;"unknown";"yes"
"44655";27;"technician";"single";"tertiary";"no";1075;"no";"no";2;529;2;184;1;"success";"yes"
"44656";62;"management";"married";"secondary";"no";1128;"no";"no";2;236;1;290;3;"other";"yes"
"44658";38;"management";"married";"tertiary";"no";630;"no";"no";2;362;1;388;3;"other";"yes"
"44664";25;"student";"single";"secondary";"no";2975;"no";"no";2;799;2;-1;0;"unknown";"yes"
"44665";41;"unemployed";"single";"tertiary";"no";7968;"no";"no";2;404;1;184;4;"success";"yes"
"44666";25;"student";"single";"secondary";"no";154;"no";"no";2;382;1;183;3;"success";"yes"
"44671";27;"student";"single";"tertiary";"no";5169;"yes";"no";3;431;1;466;3;"success";"yes"
"44674";49;"admin.";"single";"tertiary";"no";228;"yes";"no";3;252;2;93;2;"success";"yes"
"44680";43;"technician";"married";"secondary";"no";4945;"yes";"no";3;219;3;185;2;"success";"yes"
"44692";32;"entrepreneur";"married";"secondary";"no";390;"no";"no";6;440;1;280;1;"failure";"yes"
"44693";43;"admin.";"single";"secondary";"no";1707;"yes";"no";6;369;3;504;5;"other";"yes"
"44695";65;"admin.";"married";"secondary";"no";952;"no";"no";6;255;1;96;1;"success";"yes"
"44696";72;"retired";"married";"secondary";"no";1978;"no";"no";6;312;1;-1;0;"unknown";"yes"
"44698";33;"blue-collar";"single";"secondary";"no";329;"no";"no";6;224;1;145;2;"other";"yes"
"44703";26;"technician";"single";"secondary";"no";1105;"yes";"no";6;415;1;297;3;"other";"yes"
"44708";33;"admin.";"married";"secondary";"no";616;"no";"no";6;250;3;-1;0;"unknown";"yes"
"44715";45;"unknown";"married";"tertiary";"no";406;"no";"no";7;314;1;-1;0;"unknown";"yes"
"44718";37;"management";"married";"tertiary";"no";6771;"no";"no";7;337;1;186;1;"success";"yes"
"44720";28;"management";"single";"tertiary";"no";890;"yes";"no";7;201;1;-1;0;"unknown";"yes"
"44725";32;"blue-collar";"married";"primary";"no";1644;"no";"no";7;492;3;102;5;"other";"yes"
"44726";51;"management";"single";"tertiary";"no";151;"yes";"no";8;638;1;427;3;"success";"yes"
"44730";34;"management";"single";"tertiary";"no";2240;"no";"no";8;220;2;184;3;"success";"yes"
"44732";60;"unemployed";"married";"secondary";"no";957;"no";"no";8;246;1;184;3;"success";"yes"
"44734";24;"student";"single";"secondary";"no";689;"no";"no";8;630;1;-1;0;"unknown";"yes"
"44736";36;"management";"married";"tertiary";"no";2161;"no";"no";8;708;2;183;5;"success";"yes"
"44739";80;"retired";"married";"secondary";"no";8304;"no";"no";8;606;3;91;13;"success";"yes"
"44740";37;"management";"single";"tertiary";"no";698;"no";"no";8;1081;2;-1;0;"unknown";"yes"
"44745";39;"management";"married";"tertiary";"no";494;"no";"no";9;216;1;183;5;"success";"yes"
"44746";62;"retired";"married";"secondary";"no";2801;"yes";"yes";9;261;1;183;1;"success";"yes"
"44747";84;"retired";"married";"tertiary";"no";4761;"no";"no";9;1405;1;92;3;"failure";"yes"
"44748";24;"student";"single";"tertiary";"no";834;"no";"no";9;679;1;-1;0;"unknown";"yes"
"44749";37;"unemployed";"married";"secondary";"no";1978;"no";"no";9;404;1;182;1;"success";"yes"
"44750";24;"student";"single";"secondary";"no";139;"no";"no";9;430;4;-1;0;"unknown";"yes"
"44752";31;"management";"married";"tertiary";"no";877;"no";"no";9;209;1;92;8;"success";"yes"
"44755";33;"unemployed";"single";"secondary";"no";2066;"no";"yes";9;305;1;749;2;"failure";"yes"
"44756";33;"admin.";"single";"secondary";"no";555;"yes";"no";9;204;1;365;1;"success";"yes"
"44758";48;"technician";"married";"primary";"no";235;"no";"no";9;386;2;191;3;"success";"yes"
"44760";28;"admin.";"married";"secondary";"no";1595;"no";"no";9;268;1;254;4;"success";"yes"
"44761";28;"student";"single";"tertiary";"no";5741;"no";"no";10;1042;5;200;3;"failure";"yes"
"44764";28;"management";"single";"tertiary";"no";187;"no";"no";10;255;1;93;2;"success";"yes"
"44766";24;"admin.";"single";"secondary";"no";166;"no";"no";10;256;2;-1;0;"unknown";"yes"
"44770";52;"unemployed";"married";"secondary";"no";1416;"no";"no";13;218;3;187;3;"success";"yes"
"44771";37;"services";"single";"tertiary";"no";1189;"no";"no";13;323;9;199;4;"other";"yes"
"44773";25;"student";"single";"secondary";"no";486;"no";"no";13;273;3;199;4;"failure";"yes"
"44781";72;"admin.";"married";"primary";"no";2321;"no";"no";14;221;2;64;12;"failure";"yes"
"44782";62;"retired";"married";"tertiary";"no";2557;"yes";"no";14;211;1;216;7;"success";"yes"
"44784";41;"admin.";"married";"secondary";"no";3138;"no";"no";14;409;1;398;1;"failure";"yes"
"44785";28;"management";"single";"tertiary";"no";1720;"no";"no";14;230;1;91;4;"success";"yes"
"44787";68;"retired";"single";"primary";"no";2027;"no";"no";14;404;2;91;4;"success";"yes"
"44789";75;"retired";"married";"primary";"no";1765;"no";"no";14;808;1;187;4;"failure";"yes"
"44792";74;"retired";"married";"tertiary";"no";1843;"no";"no";15;251;2;184;3;"success";"yes"
"44793";40;"entrepreneur";"married";"tertiary";"no";3585;"no";"no";15;506;3;-1;0;"unknown";"yes"
"44794";35;"blue-collar";"married";"secondary";"no";262;"no";"no";15;331;1;75;6;"failure";"yes"
"44796";49;"management";"married";"tertiary";"no";1093;"yes";"yes";15;316;1;246;4;"success";"yes"
"44798";63;"admin.";"single";"secondary";"no";4680;"no";"no";15;953;2;-1;0;"unknown";"yes"
"44799";38;"management";"married";"tertiary";"no";1477;"no";"no";15;385;3;769;2;"failure";"yes"
"44801";72;"retired";"married";"tertiary";"no";3561;"no";"no";15;511;3;184;7;"success";"yes"
"44802";24;"student";"single";"secondary";"no";8165;"no";"no";15;216;1;-1;0;"unknown";"yes"
"44803";31;"management";"single";"tertiary";"no";3340;"no";"no";15;213;2;469;3;"success";"yes"
"44808";33;"blue-collar";"single";"primary";"no";611;"no";"no";16;390;2;-1;0;"unknown";"yes"
"44809";36;"technician";"married";"tertiary";"no";376;"no";"no";16;173;1;-1;0;"unknown";"yes"
"44810";49;"technician";"married";"tertiary";"no";1071;"no";"no";16;225;1;91;1;"success";"yes"
"44811";29;"management";"married";"tertiary";"no";247;"no";"no";16;143;2;587;3;"failure";"yes"
"44812";39;"admin.";"single";"secondary";"no";112;"no";"no";16;574;3;-1;0;"unknown";"yes"
"44814";78;"retired";"single";"primary";"no";527;"no";"no";16;193;1;-1;0;"unknown";"yes"
"44815";61;"housemaid";"married";"primary";"no";2580;"no";"no";16;270;3;202;7;"other";"yes"
"44816";60;"retired";"married";"secondary";"no";975;"no";"no";16;303;1;792;1;"failure";"yes"
"44818";26;"student";"single";"secondary";"no";655;"no";"no";16;190;1;-1;0;"unknown";"yes"
"44821";23;"self-employed";"single";"tertiary";"no";780;"no";"no";16;393;1;183;3;"success";"yes"
"44822";67;"retired";"married";"secondary";"no";2048;"no";"no";16;452;5;195;4;"other";"yes"
"44825";28;"admin.";"single";"secondary";"no";127;"no";"no";16;1334;2;-1;0;"unknown";"yes"
"44828";31;"student";"single";"tertiary";"no";4951;"no";"no";17;285;3;81;3;"failure";"yes"
"44829";34;"management";"married";"tertiary";"no";3301;"yes";"no";17;164;5;92;6;"success";"yes"
"44830";37;"management";"single";"tertiary";"no";488;"yes";"no";17;328;1;854;2;"failure";"yes"
"44831";81;"retired";"married";"primary";"no";1154;"no";"no";17;231;1;-1;0;"unknown";"yes"
"44832";46;"management";"single";"tertiary";"no";624;"no";"no";17;336;2;183;2;"success";"yes"
"44836";46;"services";"married";"primary";"no";4343;"yes";"no";20;185;1;-1;0;"unknown";"yes"
"44844";44;"management";"single";"tertiary";"no";2367;"no";"no";22;263;1;184;6;"success";"yes"
"44845";23;"technician";"single";"secondary";"no";283;"yes";"no";22;175;1;184;2;"success";"yes"
"44846";40;"entrepreneur";"married";"secondary";"no";6403;"no";"no";22;208;2;-1;0;"unknown";"yes"
"44847";41;"technician";"married";"secondary";"no";1819;"no";"no";22;397;1;371;3;"failure";"yes"
"44848";27;"management";"married";"tertiary";"no";802;"no";"no";22;569;1;-1;0;"unknown";"yes"
"44851";36;"management";"single";"tertiary";"no";5958;"yes";"no";22;155;1;184;1;"success";"yes"
"44852";60;"admin.";"married";"secondary";"no";3735;"no";"no";22;183;1;184;11;"success";"yes"
"44853";55;"management";"married";"secondary";"no";2693;"no";"no";22;182;1;184;7;"success";"yes"
"44857";26;"management";"single";"tertiary";"no";1027;"no";"no";23;744;1;-1;0;"unknown";"yes"
"44858";25;"management";"single";"tertiary";"no";3902;"no";"no";23;856;1;-1;0;"unknown";"yes"
"44859";31;"housemaid";"married";"secondary";"no";243;"yes";"no";23;305;2;842;1;"failure";"yes"
"44864";33;"management";"single";"tertiary";"no";224;"no";"no";23;409;2;92;4;"success";"yes"
"44866";29;"unemployed";"single";"secondary";"no";1055;"no";"no";23;427;1;603;1;"failure";"yes"
"44870";59;"management";"married";"tertiary";"no";5397;"no";"no";23;244;1;92;3;"success";"yes"
"44878";28;"management";"single";"tertiary";"no";6551;"no";"no";23;203;1;-1;0;"unknown";"yes"
"44880";30;"self-employed";"single";"tertiary";"no";655;"no";"no";23;272;4;184;1;"success";"yes"
"44882";35;"admin.";"single";"secondary";"no";303;"no";"no";24;173;2;190;10;"other";"yes"
"44885";40;"management";"single";"tertiary";"no";3840;"yes";"no";24;232;2;409;2;"success";"yes"
"44886";32;"blue-collar";"single";"secondary";"no";2093;"no";"no";24;224;2;444;1;"failure";"yes"
"44888";49;"management";"married";"tertiary";"no";1167;"yes";"yes";24;249;1;91;14;"success";"yes"
"44889";50;"services";"married";"secondary";"no";2376;"yes";"no";24;395;1;-1;0;"unknown";"yes"
"44894";81;"retired";"single";"primary";"no";949;"no";"no";27;188;2;280;1;"other";"yes"
"44899";24;"management";"single";"tertiary";"no";393;"no";"no";27;1298;1;-1;0;"unknown";"yes"
"44904";38;"services";"married";"secondary";"no";2678;"no";"no";28;282;2;187;1;"success";"yes"
"44905";48;"management";"single";"tertiary";"no";334;"yes";"no";28;600;2;92;12;"success";"yes"
"44912";67;"retired";"married";"primary";"no";4416;"no";"no";29;245;3;-1;0;"unknown";"yes"
"44913";28;"management";"single";"tertiary";"no";390;"no";"no";29;845;1;232;4;"success";"yes"
"44914";29;"services";"single";"secondary";"no";1934;"no";"no";29;271;1;-1;0;"unknown";"yes"
"44932";31;"student";"single";"secondary";"no";3511;"no";"no";6;311;1;96;1;"success";"yes"
"44933";71;"retired";"married";"secondary";"no";1696;"no";"no";6;486;1;-1;0;"unknown";"yes"
"44934";33;"self-employed";"married";"tertiary";"no";1278;"no";"no";6;649;1;-1;0;"unknown";"yes"
"44935";47;"self-employed";"married";"tertiary";"no";1011;"no";"no";6;808;1;-1;0;"unknown";"yes"
"44936";39;"management";"married";"tertiary";"no";2939;"no";"no";6;608;1;99;3;"failure";"yes"
"44938";26;"unemployed";"single";"tertiary";"no";3466;"no";"no";6;275;2;-1;0;"unknown";"yes"
"44941";22;"admin.";"single";"secondary";"no";372;"no";"no";6;218;1;-1;0;"unknown";"yes"
"44942";34;"management";"single";"tertiary";"no";549;"no";"no";6;1246;2;-1;0;"unknown";"yes"
"44951";32;"student";"single";"secondary";"no";1102;"no";"no";8;194;1;-1;0;"unknown";"yes"
"44961";58;"admin.";"single";"secondary";"no";3337;"yes";"no";8;369;2;690;3;"failure";"yes"
"44962";48;"admin.";"married";"secondary";"no";368;"no";"no";8;363;2;140;7;"success";"yes"
"44963";34;"admin.";"married";"secondary";"no";247;"no";"no";8;401;2;-1;0;"unknown";"yes"
"44973";36;"technician";"single";"secondary";"no";12264;"no";"no";11;285;1;182;2;"success";"yes"
"44974";67;"retired";"married";"secondary";"no";203;"no";"no";11;405;1;266;2;"success";"yes"
"44976";30;"management";"single";"tertiary";"no";502;"no";"no";11;463;3;95;6;"success";"yes"
"44978";27;"admin.";"married";"tertiary";"no";346;"no";"no";11;212;1;-1;0;"unknown";"yes"
"44980";24;"student";"single";"secondary";"no";1809;"no";"no";11;165;1;95;2;"success";"yes"
"44985";33;"management";"single";"tertiary";"no";816;"yes";"no";11;383;2;503;2;"failure";"yes"
"44991";31;"management";"married";"tertiary";"no";4328;"no";"no";12;203;4;165;14;"success";"yes"
"44992";25;"blue-collar";"single";"secondary";"no";1857;"yes";"no";12;187;1;91;12;"success";"yes"
"44995";27;"student";"single";"secondary";"no";279;"no";"no";12;323;1;-1;0;"unknown";"yes"
"44999";33;"management";"single";"tertiary";"no";131;"yes";"no";12;209;3;427;2;"failure";"yes"
"45003";36;"management";"single";"tertiary";"no";2646;"no";"no";13;169;1;182;10;"success";"yes"
"45005";29;"self-employed";"single";"tertiary";"no";1579;"no";"no";13;190;1;92;5;"success";"yes"
"45006";26;"blue-collar";"single";"secondary";"no";2007;"no";"no";13;194;1;92;5;"success";"yes"
"45007";38;"management";"married";"tertiary";"no";413;"no";"no";13;252;2;183;3;"success";"yes"
"45013";51;"management";"married";"tertiary";"no";469;"no";"no";14;491;1;182;3;"success";"yes"
"45014";28;"self-employed";"single";"tertiary";"no";159;"no";"no";14;246;2;420;2;"other";"yes"
"45018";27;"technician";"single";"secondary";"no";643;"no";"no";14;301;1;93;1;"success";"yes"
"45029";60;"retired";"single";"secondary";"no";514;"no";"no";15;187;2;213;10;"success";"yes"
"45032";42;"unemployed";"married";"secondary";"no";1289;"no";"no";15;1176;3;92;6;"success";"yes"
"45036";47;"admin.";"married";"secondary";"no";3676;"no";"no";18;567;1;95;3;"success";"yes"
"45038";45;"management";"single";"tertiary";"no";2048;"yes";"no";18;310;1;804;1;"failure";"yes"
"45040";22;"management";"single";"tertiary";"no";104;"no";"yes";18;509;1;185;3;"success";"yes"
"45041";34;"technician";"married";"secondary";"no";159;"yes";"no";18;252;1;-1;0;"unknown";"yes"
"45043";64;"retired";"married";"secondary";"no";466;"yes";"no";18;526;1;-1;0;"unknown";"yes"
"45044";39;"admin.";"single";"secondary";"no";728;"yes";"yes";18;222;1;-1;0;"unknown";"yes"
"45047";27;"management";"single";"tertiary";"no";107;"no";"no";18;767;3;-1;0;"unknown";"yes"
"45053";49;"blue-collar";"married";"secondary";"no";1946;"no";"no";19;192;1;95;1;"success";"yes"
"45057";64;"management";"married";"tertiary";"no";5112;"no";"no";19;898;7;137;11;"other";"yes"
"45058";44;"management";"single";"tertiary";"no";1090;"no";"no";20;178;4;93;6;"success";"yes"
"45059";36;"technician";"married";"tertiary";"no";521;"no";"no";20;347;3;-1;0;"unknown";"yes"
"45061";64;"retired";"single";"secondary";"no";4833;"no";"no";20;621;1;181;3;"failure";"yes"
"45067";29;"student";"single";"secondary";"no";1925;"no";"no";21;150;3;149;5;"success";"yes"
"45068";52;"management";"married";"secondary";"no";335;"no";"no";21;411;1;182;1;"failure";"yes"
"45070";52;"technician";"married";"secondary";"no";371;"yes";"yes";21;453;1;183;3;"success";"yes"
"45072";27;"unemployed";"single";"secondary";"no";771;"no";"no";21;181;1;302;3;"other";"yes"
"45073";54;"management";"single";"tertiary";"no";5475;"no";"no";21;1032;1;91;4;"success";"yes"
"45074";37;"management";"married";"tertiary";"no";203;"no";"no";21;759;1;90;5;"success";"yes"
"45076";28;"technician";"single";"tertiary";"no";11862;"no";"no";21;549;2;238;13;"other";"yes"
"45079";77;"retired";"married";"secondary";"no";820;"no";"no";21;330;2;181;4;"success";"yes"
"45080";63;"retired";"single";"tertiary";"no";791;"no";"no";21;212;2;-1;0;"unknown";"yes"
"45082";34;"technician";"single";"secondary";"no";1279;"yes";"no";21;339;3;91;10;"success";"yes"
"45084";59;"entrepreneur";"married";"secondary";"no";496;"no";"no";22;738;3;183;1;"success";"yes"
"45085";29;"blue-collar";"single";"tertiary";"no";455;"no";"no";22;542;4;148;3;"success";"yes"
"45086";25;"technician";"single";"secondary";"no";325;"no";"no";22;716;3;-1;0;"unknown";"yes"
"45087";38;"management";"married";"tertiary";"no";536;"yes";"no";22;234;1;92;1;"success";"yes"
"45091";33;"admin.";"single";"tertiary";"no";146;"no";"no";22;380;1;91;3;"success";"yes"
"45093";43;"management";"single";"tertiary";"no";2081;"no";"no";22;554;3;-1;0;"unknown";"yes"
"45094";37;"technician";"married";"secondary";"no";480;"no";"no";22;344;2;182;8;"other";"yes"
"45095";47;"admin.";"single";"secondary";"no";1693;"yes";"no";22;608;2;92;4;"other";"yes"
"45097";63;"retired";"married";"secondary";"no";1495;"no";"no";25;389;1;195;4;"other";"yes"
"45098";61;"self-employed";"married";"tertiary";"no";10861;"no";"no";25;225;1;91;5;"success";"yes"
"45100";30;"management";"single";"tertiary";"no";985;"yes";"no";25;304;1;94;2;"success";"yes"
"45102";74;"retired";"married";"secondary";"no";935;"no";"no";25;400;1;173;3;"success";"yes"
"45103";31;"admin.";"single";"secondary";"no";410;"no";"no";25;182;1;185;1;"success";"yes"
"45107";32;"technician";"married";"secondary";"no";660;"no";"no";25;226;2;490;1;"failure";"yes"
"45108";25;"student";"single";"secondary";"no";679;"no";"no";25;297;5;94;6;"other";"yes"
"45114";26;"management";"single";"tertiary";"no";222;"no";"no";26;318;1;120;3;"success";"yes"
"45117";25;"student";"single";"secondary";"no";1868;"no";"no";26;259;1;103;2;"other";"yes"
"45120";47;"admin.";"married";"secondary";"no";1210;"no";"no";26;604;1;91;4;"failure";"yes"
"45121";32;"technician";"married";"secondary";"no";1547;"no";"no";26;289;1;805;4;"other";"yes"
"45122";56;"admin.";"single";"secondary";"no";1693;"no";"no";26;238;4;442;4;"failure";"yes"
"45125";27;"blue-collar";"single";"primary";"no";232;"yes";"no";26;701;2;-1;0;"unknown";"yes"
"45126";40;"management";"single";"tertiary";"no";858;"no";"no";26;202;2;-1;0;"unknown";"yes"
"45127";54;"technician";"married";"tertiary";"no";876;"no";"no";27;269;3;541;3;"success";"yes"
"45134";24;"student";"single";"secondary";"no";822;"no";"no";27;184;1;91;2;"failure";"yes"
"45138";30;"management";"single";"tertiary";"no";297;"no";"no";8;188;1;-1;0;"unknown";"yes"
"45141";63;"entrepreneur";"married";"secondary";"no";3904;"no";"no";8;360;1;96;4;"success";"yes"
"45149";22;"student";"single";"secondary";"no";2488;"no";"no";8;449;2;38;10;"other";"yes"
"45156";44;"entrepreneur";"married";"tertiary";"no";121;"no";"no";9;248;1;91;1;"success";"yes"
"45157";37;"management";"married";"tertiary";"no";3556;"no";"no";9;268;1;-1;0;"unknown";"yes"
